,date,ron95,ron97,diesel,ron95_budi95,USD,index,state,division,Rate
5477,2025-01-01,2.05,3.25,2.95,2.05,4.47,140.5,W.P. Putrajaya,overall,3.0
5499,2025-02-01,2.05,3.43,3.18,2.05,4.42,138.3,Johor,overall,3.0
5500,2025-02-01,2.05,3.43,3.18,2.05,4.42,127.9,Kedah,overall,3.0
5501,2025-02-01,2.05,3.43,3.18,2.05,4.42,129.8,Kelantan,overall,3.0
5502,2025-02-01,2.05,3.43,3.18,2.05,4.42,130.4,Melaka,overall,3.0
5503,2025-02-01,2.05,3.43,3.18,2.05,4.42,132.4,Negeri Sembilan,overall,3.0
5504,2025-02-01,2.05,3.43,3.18,2.05,4.42,132.0,Pahang,overall,3.0
5505,2025-02-01,2.05,3.43,3.18,2.05,4.42,128.6,Perak,overall,3.0
5506,2025-02-01,2.05,3.43,3.18,2.05,4.42,125.6,Perlis,overall,3.0
5507,2025-02-01,2.05,3.43,3.18,2.05,4.42,136.5,Pulau Pinang,overall,3.0
5508,2025-02-01,2.05,3.43,3.18,2.05,4.42,123.1,Sabah,overall,3.0
5509,2025-02-01,2.05,3.43,3.18,2.05,4.42,128.4,Sarawak,overall,3.0
5510,2025-02-01,2.05,3.43,3.18,2.05,4.42,140.6,Selangor,overall,3.0
5511,2025-02-01,2.05,3.43,3.18,2.05,4.42,128.4,Terengganu,overall,3.0
5512,2025-02-01,2.05,3.43,3.18,2.05,4.42,133.9,W.P. Kuala Lumpur,overall,3.0
5513,2025-02-01,2.05,3.43,3.18,2.05,4.42,123.6,W.P. Labuan,overall,3.0
5514,2025-02-01,2.05,3.43,3.18,2.05,4.42,140.7,W.P. Putrajaya,overall,3.0
5534,2025-03-01,2.05,3.43,3.18,2.05,4.4655,138.2,Johor,overall,3.0
5535,2025-03-01,2.05,3.43,3.18,2.05,4.4655,127.8,Kedah,overall,3.0
5536,2025-03-01,2.05,3.43,3.18,2.05,4.4655,129.8,Kelantan,overall,3.0
5537,2025-03-01,2.05,3.43,3.18,2.05,4.4655,130.3,Melaka,overall,3.0
5538,2025-03-01,2.05,3.43,3.18,2.05,4.4655,132.6,Negeri Sembilan,overall,3.0
5539,2025-03-01,2.05,3.43,3.18,2.05,4.4655,131.9,Pahang,overall,3.0
5540,2025-03-01,2.05,3.43,3.18,2.05,4.4655,128.6,Perak,overall,3.0
5541,2025-03-01,2.05,3.43,3.18,2.05,4.4655,125.7,Perlis,overall,3.0
5542,2025-03-01,2.05,3.43,3.18,2.05,4.4655,136.6,Pulau Pinang,overall,3.0
5543,2025-03-01,2.05,3.43,3.18,2.05,4.4655,123.2,Sabah,overall,3.0
5544,2025-03-01,2.05,3.43,3.18,2.05,4.4655,128.5,Sarawak,overall,3.0
5545,2025-03-01,2.05,3.43,3.18,2.05,4.4655,140.6,Selangor,overall,3.0
5546,2025-03-01,2.05,3.43,3.18,2.05,4.4655,128.4,Terengganu,overall,3.0
5547,2025-03-01,2.05,3.43,3.18,2.05,4.4655,133.7,W.P. Kuala Lumpur,overall,3.0
5548,2025-03-01,2.05,3.43,3.18,2.05,4.4655,123.9,W.P. Labuan,overall,3.0
5549,2025-03-01,2.05,3.43,3.18,2.05,4.4655,141.0,W.P. Putrajaya,overall,3.0
5569,2025-04-01,2.05,3.28,3.03,2.05,4.433,138.4,Johor,overall,3.0
5570,2025-04-01,2.05,3.28,3.03,2.05,4.433,128.1,Kedah,overall,3.0
5571,2025-04-01,2.05,3.28,3.03,2.05,4.433,129.9,Kelantan,overall,3.0
5572,2025-04-01,2.05,3.28,3.03,2.05,4.433,130.4,Melaka,overall,3.0
5573,2025-04-01,2.05,3.28,3.03,2.05,4.433,132.7,Negeri Sembilan,overall,3.0
5574,2025-04-01,2.05,3.28,3.03,2.05,4.433,131.9,Pahang,overall,3.0
5575,2025-04-01,2.05,3.28,3.03,2.05,4.433,128.7,Perak,overall,3.0
5576,2025-04-01,2.05,3.28,3.03,2.05,4.433,125.9,Perlis,overall,3.0
5577,2025-04-01,2.05,3.28,3.03,2.05,4.433,136.9,Pulau Pinang,overall,3.0
5578,2025-04-01,2.05,3.28,3.03,2.05,4.433,123.4,Sabah,overall,3.0
5579,2025-04-01,2.05,3.28,3.03,2.05,4.433,128.6,Sarawak,overall,3.0
5580,2025-04-01,2.05,3.28,3.03,2.05,4.433,140.8,Selangor,overall,3.0
5581,2025-04-01,2.05,3.28,3.03,2.05,4.433,128.6,Terengganu,overall,3.0
5582,2025-04-01,2.05,3.28,3.03,2.05,4.433,134.2,W.P. Kuala Lumpur,overall,3.0
5583,2025-04-01,2.05,3.28,3.03,2.05,4.433,123.7,W.P. Labuan,overall,3.0
5584,2025-04-01,2.05,3.28,3.03,2.05,4.433,141.0,W.P. Putrajaya,overall,3.0
5606,2025-05-01,2.05,3.18,2.88,2.05,4.3175,138.4,Johor,overall,3.0
5607,2025-05-01,2.05,3.18,2.88,2.05,4.3175,128.0,Kedah,overall,3.0
5608,2025-05-01,2.05,3.18,2.88,2.05,4.3175,129.8,Kelantan,overall,3.0
5609,2025-05-01,2.05,3.18,2.88,2.05,4.3175,130.6,Melaka,overall,3.0
5610,2025-05-01,2.05,3.18,2.88,2.05,4.3175,132.9,Negeri Sembilan,overall,3.0
5611,2025-05-01,2.05,3.18,2.88,2.05,4.3175,132.0,Pahang,overall,3.0
5612,2025-05-01,2.05,3.18,2.88,2.05,4.3175,128.7,Perak,overall,3.0
5613,2025-05-01,2.05,3.18,2.88,2.05,4.3175,126.1,Perlis,overall,3.0
5614,2025-05-01,2.05,3.18,2.88,2.05,4.3175,137.0,Pulau Pinang,overall,3.0
5615,2025-05-01,2.05,3.18,2.88,2.05,4.3175,123.6,Sabah,overall,3.0
5616,2025-05-01,2.05,3.18,2.88,2.05,4.3175,128.6,Sarawak,overall,3.0
5617,2025-05-01,2.05,3.18,2.88,2.05,4.3175,141.1,Selangor,overall,3.0
5618,2025-05-01,2.05,3.18,2.88,2.05,4.3175,128.6,Terengganu,overall,3.0
5619,2025-05-01,2.05,3.18,2.88,2.05,4.3175,134.4,W.P. Kuala Lumpur,overall,3.0
5620,2025-05-01,2.05,3.18,2.88,2.05,4.3175,124.0,W.P. Labuan,overall,3.0
5621,2025-05-01,2.05,3.18,2.88,2.05,4.3175,141.0,W.P. Putrajaya,overall,3.0
5642,2025-06-01,2.05,3.1,2.77,2.05,4.239,138.5,Johor,overall,3.0
5643,2025-06-01,2.05,3.1,2.77,2.05,4.239,128.2,Kedah,overall,3.0
5644,2025-06-01,2.05,3.1,2.77,2.05,4.239,129.8,Kelantan,overall,3.0
5645,2025-06-01,2.05,3.1,2.77,2.05,4.239,130.6,Melaka,overall,3.0
5646,2025-06-01,2.05,3.1,2.77,2.05,4.239,133.2,Negeri Sembilan,overall,3.0
5647,2025-06-01,2.05,3.1,2.77,2.05,4.239,132.4,Pahang,overall,3.0
5648,2025-06-01,2.05,3.1,2.77,2.05,4.239,128.8,Perak,overall,3.0
5649,2025-06-01,2.05,3.1,2.77,2.05,4.239,126.1,Perlis,overall,3.0
5650,2025-06-01,2.05,3.1,2.77,2.05,4.239,137.1,Pulau Pinang,overall,3.0
5651,2025-06-01,2.05,3.1,2.77,2.05,4.239,123.6,Sabah,overall,3.0
5652,2025-06-01,2.05,3.1,2.77,2.05,4.239,128.6,Sarawak,overall,3.0
5653,2025-06-01,2.05,3.1,2.77,2.05,4.239,141.2,Selangor,overall,3.0
5654,2025-06-01,2.05,3.1,2.77,2.05,4.239,128.7,Terengganu,overall,3.0
5655,2025-06-01,2.05,3.1,2.77,2.05,4.239,134.5,W.P. Kuala Lumpur,overall,3.0
5656,2025-06-01,2.05,3.1,2.77,2.05,4.239,124.1,W.P. Labuan,overall,3.0
5657,2025-06-01,2.05,3.1,2.77,2.05,4.239,141.1,W.P. Putrajaya,overall,3.0
5677,2025-07-01,2.05,3.21,2.88,2.05,4.1925,138.9,Johor,overall,3.0
5678,2025-07-01,2.05,3.21,2.88,2.05,4.1925,128.0,Kedah,overall,3.0
5679,2025-07-01,2.05,3.21,2.88,2.05,4.1925,129.5,Kelantan,overall,3.0
5680,2025-07-01,2.05,3.21,2.88,2.05,4.1925,130.8,Melaka,overall,3.0
5681,2025-07-01,2.05,3.21,2.88,2.05,4.1925,133.1,Negeri Sembilan,overall,3.0
5682,2025-07-01,2.05,3.21,2.88,2.05,4.1925,132.7,Pahang,overall,3.0
5683,2025-07-01,2.05,3.21,2.88,2.05,4.1925,128.8,Perak,overall,3.0
5684,2025-07-01,2.05,3.21,2.88,2.05,4.1925,125.9,Perlis,overall,3.0
5685,2025-07-01,2.05,3.21,2.88,2.05,4.1925,137.6,Pulau Pinang,overall,3.0
5686,2025-07-01,2.05,3.21,2.88,2.05,4.1925,123.7,Sabah,overall,3.0
5687,2025-07-01,2.05,3.21,2.88,2.05,4.1925,128.6,Sarawak,overall,3.0
5688,2025-07-01,2.05,3.21,2.88,2.05,4.1925,141.3,Selangor,overall,3.0
5689,2025-07-01,2.05,3.21,2.88,2.05,4.1925,128.6,Terengganu,overall,3.0
5690,2025-07-01,2.05,3.21,2.88,2.05,4.1925,134.7,W.P. Kuala Lumpur,overall,3.0
5691,2025-07-01,2.05,3.21,2.88,2.05,4.1925,124.3,W.P. Labuan,overall,3.0
5692,2025-07-01,2.05,3.21,2.88,2.05,4.1925,141.4,W.P. Putrajaya,overall,3.0
5715,2025-08-01,2.05,3.17,2.91,2.05,4.2775,139.2,Johor,overall,2.75
5716,2025-08-01,2.05,3.17,2.91,2.05,4.2775,128.2,Kedah,overall,2.75
5717,2025-08-01,2.05,3.17,2.91,2.05,4.2775,129.5,Kelantan,overall,2.75
5718,2025-08-01,2.05,3.17,2.91,2.05,4.2775,130.9,Melaka,overall,2.75
5719,2025-08-01,2.05,3.17,2.91,2.05,4.2775,133.5,Negeri Sembilan,overall,2.75
5720,2025-08-01,2.05,3.17,2.91,2.05,4.2775,133.2,Pahang,overall,2.75
5721,2025-08-01,2.05,3.17,2.91,2.05,4.2775,128.9,Perak,overall,2.75
5722,2025-08-01,2.05,3.17,2.91,2.05,4.2775,126.1,Perlis,overall,2.75
5723,2025-08-01,2.05,3.17,2.91,2.05,4.2775,137.7,Pulau Pinang,overall,2.75
5724,2025-08-01,2.05,3.17,2.91,2.05,4.2775,124.1,Sabah,overall,2.75
5725,2025-08-01,2.05,3.17,2.91,2.05,4.2775,128.7,Sarawak,overall,2.75
5726,2025-08-01,2.05,3.17,2.91,2.05,4.2775,141.4,Selangor,overall,2.75
5727,2025-08-01,2.05,3.17,2.91,2.05,4.2775,129.5,Terengganu,overall,2.75
5728,2025-08-01,2.05,3.17,2.91,2.05,4.2775,135.0,W.P. Kuala Lumpur,overall,2.75
5729,2025-08-01,2.05,3.17,2.91,2.05,4.2775,124.4,W.P. Labuan,overall,2.75
5730,2025-08-01,2.05,3.17,2.91,2.05,4.2775,141.5,W.P. Putrajaya,overall,2.75
5751,2025-09-01,2.05,3.16,2.88,2.05,4.218,139.4,Johor,overall,2.75
5752,2025-09-01,2.05,3.16,2.88,2.05,4.218,128.6,Kedah,overall,2.75
5753,2025-09-01,2.05,3.16,2.88,2.05,4.218,130.0,Kelantan,overall,2.75
5754,2025-09-01,2.05,3.16,2.88,2.05,4.218,131.4,Melaka,overall,2.75
5755,2025-09-01,2.05,3.16,2.88,2.05,4.218,134.0,Negeri Sembilan,overall,2.75
5756,2025-09-01,2.05,3.16,2.88,2.05,4.218,133.5,Pahang,overall,2.75
5757,2025-09-01,2.05,3.16,2.88,2.05,4.218,129.1,Perak,overall,2.75
5758,2025-09-01,2.05,3.16,2.88,2.05,4.218,126.8,Perlis,overall,2.75
5759,2025-09-01,2.05,3.16,2.88,2.05,4.218,138.0,Pulau Pinang,overall,2.75
5760,2025-09-01,2.05,3.16,2.88,2.05,4.218,124.2,Sabah,overall,2.75
5761,2025-09-01,2.05,3.16,2.88,2.05,4.218,129.0,Sarawak,overall,2.75
5762,2025-09-01,2.05,3.16,2.88,2.05,4.218,141.8,Selangor,overall,2.75
5763,2025-09-01,2.05,3.16,2.88,2.05,4.218,129.7,Terengganu,overall,2.75
5764,2025-09-01,2.05,3.16,2.88,2.05,4.218,135.4,W.P. Kuala Lumpur,overall,2.75
5765,2025-09-01,2.05,3.16,2.88,2.05,4.218,124.7,W.P. Labuan,overall,2.75
5766,2025-09-01,2.05,3.16,2.88,2.05,4.218,141.8,W.P. Putrajaya,overall,2.75
5785,2025-10-01,2.6,3.21,2.93,1.99,4.213,139.4,Johor,overall,2.75
5786,2025-10-01,2.6,3.21,2.93,1.99,4.213,128.3,Kedah,overall,2.75
5787,2025-10-01,2.6,3.21,2.93,1.99,4.213,129.6,Kelantan,overall,2.75
5788,2025-10-01,2.6,3.21,2.93,1.99,4.213,131.3,Melaka,overall,2.75
5789,2025-10-01,2.6,3.21,2.93,1.99,4.213,133.9,Negeri Sembilan,overall,2.75
5790,2025-10-01,2.6,3.21,2.93,1.99,4.213,133.4,Pahang,overall,2.75
5791,2025-10-01,2.6,3.21,2.93,1.99,4.213,128.9,Perak,overall,2.75
5792,2025-10-01,2.6,3.21,2.93,1.99,4.213,126.5,Perlis,overall,2.75
5793,2025-10-01,2.6,3.21,2.93,1.99,4.213,137.9,Pulau Pinang,overall,2.75
5794,2025-10-01,2.6,3.21,2.93,1.99,4.213,124.2,Sabah,overall,2.75
5795,2025-10-01,2.6,3.21,2.93,1.99,4.213,129.0,Sarawak,overall,2.75
5796,2025-10-01,2.6,3.21,2.93,1.99,4.213,141.7,Selangor,overall,2.75
5797,2025-10-01,2.6,3.21,2.93,1.99,4.213,129.4,Terengganu,overall,2.75
5798,2025-10-01,2.6,3.21,2.93,1.99,4.213,135.6,W.P. Kuala Lumpur,overall,2.75
5799,2025-10-01,2.6,3.21,2.93,1.99,4.213,124.8,W.P. Labuan,overall,2.75
5800,2025-10-01,2.6,3.21,2.93,1.99,4.213,141.8,W.P. Putrajaya,overall,2.75
5822,2025-11-01,2.6,3.2,2.95,1.99,4.192,139.4,Johor,overall,2.75
5823,2025-11-01,2.6,3.2,2.95,1.99,4.192,128.4,Kedah,overall,2.75
5824,2025-11-01,2.6,3.2,2.95,1.99,4.192,129.6,Kelantan,overall,2.75
5825,2025-11-01,2.6,3.2,2.95,1.99,4.192,131.1,Melaka,overall,2.75
5826,2025-11-01,2.6,3.2,2.95,1.99,4.192,134.1,Negeri Sembilan,overall,2.75
5827,2025-11-01,2.6,3.2,2.95,1.99,4.192,133.4,Pahang,overall,2.75
5828,2025-11-01,2.6,3.2,2.95,1.99,4.192,128.8,Perak,overall,2.75
5829,2025-11-01,2.6,3.2,2.95,1.99,4.192,126.3,Perlis,overall,2.75
5830,2025-11-01,2.6,3.2,2.95,1.99,4.192,137.8,Pulau Pinang,overall,2.75
5831,2025-11-01,2.6,3.2,2.95,1.99,4.192,124.2,Sabah,overall,2.75
5832,2025-11-01,2.6,3.2,2.95,1.99,4.192,129.2,Sarawak,overall,2.75
5833,2025-11-01,2.6,3.2,2.95,1.99,4.192,141.6,Selangor,overall,2.75
5834,2025-11-01,2.6,3.2,2.95,1.99,4.192,129.1,Terengganu,overall,2.75
5835,2025-11-01,2.6,3.2,2.95,1.99,4.192,135.6,W.P. Kuala Lumpur,overall,2.75
5836,2025-11-01,2.6,3.2,2.95,1.99,4.192,124.8,W.P. Labuan,overall,2.75
5837,2025-11-01,2.6,3.2,2.95,1.99,4.192,141.7,W.P. Putrajaya,overall,2.75
5858,2025-12-01,2.63,3.26,3.08,1.99,4.134,140.1,Johor,overall,2.75
5859,2025-12-01,2.63,3.26,3.08,1.99,4.134,128.8,Kedah,overall,2.75
5860,2025-12-01,2.63,3.26,3.08,1.99,4.134,129.9,Kelantan,overall,2.75
5861,2025-12-01,2.63,3.26,3.08,1.99,4.134,131.5,Melaka,overall,2.75
5862,2025-12-01,2.63,3.26,3.08,1.99,4.134,134.7,Negeri Sembilan,overall,2.75
5863,2025-12-01,2.63,3.26,3.08,1.99,4.134,134.0,Pahang,overall,2.75
5864,2025-12-01,2.63,3.26,3.08,1.99,4.134,129.4,Perak,overall,2.75
5865,2025-12-01,2.63,3.26,3.08,1.99,4.134,126.5,Perlis,overall,2.75
5866,2025-12-01,2.63,3.26,3.08,1.99,4.134,138.1,Pulau Pinang,overall,2.75
5867,2025-12-01,2.63,3.26,3.08,1.99,4.134,124.3,Sabah,overall,2.75
5868,2025-12-01,2.63,3.26,3.08,1.99,4.134,129.3,Sarawak,overall,2.75
5869,2025-12-01,2.63,3.26,3.08,1.99,4.134,141.9,Selangor,overall,2.75
5870,2025-12-01,2.63,3.26,3.08,1.99,4.134,129.8,Terengganu,overall,2.75
5871,2025-12-01,2.63,3.26,3.08,1.99,4.134,135.7,W.P. Kuala Lumpur,overall,2.75
5872,2025-12-01,2.63,3.26,3.08,1.99,4.134,125.4,W.P. Labuan,overall,2.75
5873,2025-12-01,2.63,3.26,3.08,1.99,4.134,142.0,W.P. Putrajaya,overall,2.75
